"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.392312375E0,3.599026054E-2,-7.880529016E-2,1.116745830E0,1.120101255E0
2.402280375E0,3.388234228E-2,-7.691434026E-2,1.110373497E0,1.113549789E0
2.412248375E0,3.691434860E-2,-7.525492460E-2,1.109160185E0,1.112322925E0
2.422216375E0,3.227772936E-2,-8.244363964E-2,1.103316903E0,1.106863584E0
2.432184375E0,3.432543203E-2,-7.948753238E-2,1.099606872E0,1.103010324E0
2.442152375E0,3.206812218E-2,-7.790205628E-2,1.097574234E0,1.100802568E0
2.452120375E0,3.836090490E-2,-7.187931985E-2,1.090893388E0,1.093931707E0
2.462088375E0,3.699091449E-2,-7.149747014E-2,1.086281419E0,1.089260087E0
2.472056375E0,3.270322457E-2,-7.351320982E-2,1.084388375E0,1.087369230E0
2.482024375E0,3.231890500E-2,-7.496479899E-2,1.080879211E0,1.083957611E0
2.491992375E0,3.214233741E-2,-7.551527023E-2,1.076577902E0,1.079701655E0
2.501960375E0,3.056692146E-2,-7.376441360E-2,1.077857137E0,1.080810591E0
2.511928375E0,3.121966310E-2,-7.723744214E-2,1.070464492E0,1.073701317E0
2.521896375E0,3.398668766E-2,-7.563848048E-2,1.070200920E0,1.073408722E0
2.531864375E0,3.420240432E-2,-7.321473211E-2,1.064304352E0,1.067367769E0
2.541832375E0,3.187656403E-2,-6.849519163E-2,1.062220097E0,1.064903395E0
2.551800375E0,3.030157089E-2,-7.638426870E-2,1.058387041E0,1.061572358E0
2.561767375E0,3.224225715E-2,-7.538951188E-2,1.054600954E0,1.057783680E0
2.571735375E0,2.940199524E-2,-7.101154327E-2,1.052720189E0,1.055522105E0
2.581703375E0,3.249509633E-2,-6.824786961E-2,1.049353004E0,1.052071969E0
2.591671375E0,3.058933467E-2,-6.745717674E-2,1.046327591E0,1.048945950E0
2.601639375E0,3.002964333E-2,-6.942061335E-2,1.038599610E0,1.041350158E0
2.611607375E0,3.396899253E-2,-7.008374482E-2,1.035989404E0,1.038912734E0
2.621575375E0,3.320376948E-2,-6.779727340E-2,1.028698683E0,1.031464949E0
2.631543375E0,3.288045898E-2,-6.868676841E-2,1.023029804E0,1.025860116E0
2.641511375E0,3.126221150E-2,-7.274925709E-2,1.018088698E0,1.021163248E0
2.651479375E0,3.013276681E-2,-7.011139393E-2,1.011727452E0,1.014601414E0
2.661447375E0,2.908116020E-2,-7.286036015E-2,1.005411625E0,1.008467591E0
2.671415375E0,2.666194551E-2,-7.351016998E-2,1.003399372E0,1.006441704E0
2.681383375E0,2.575570717E-2,-7.144580036E-2,9.949808717E-1,9.978751394E-1
2.691351375E0,2.830275521E-2,-7.341866940E-2,9.929773211E-1,9.960900096E-1
2.701319375E0,2.769022807E-2,-7.130518556E-2,9.865282178E-1,9.894893141E-1
2.711287375E0,2.386459708E-2,-7.369590551E-2,9.815662503E-1,9.846181540E-1
2.721255375E0,3.018763661E-2,-6.916545331E-2,9.759956598E-1,9.789089239E-1
2.731223375E0,3.188460320E-2,-6.762774289E-2,9.740544558E-1,9.769197625E-1
2.741191375E0,3.421323001E-2,-6.225761771E-2,9.702050090E-1,9.728023003E-1
